time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place
2013-08-27T18:49:12.500Z,38.7858,-122.7735,2.2,1.3,Md,,129.6,0.02694946,0.06,nc,nc72057661,2013-08-27T23:10:06.581Z,"1km WNW of The Geysers, California"
2013-08-27T18:39:39.000Z,36.6135,-121.2273,4.2,1.1,Md,,72,0.06288207,0.11,nc,nc72057656,2013-08-27T23:48:56.646Z,"22km NNE of Soledad, California"
2013-08-27T18:38:40.300Z,38.8187,-122.7955,3.1,1.6,Md,,57.6,0.00898315,0.05,nc,nc72057646,2013-08-27T22:41:08.273Z,"5km NW of The Geysers, California"
2013-08-27T18:33:20.000Z,63.2677,-151.0713,8.1,1,Ml,,,,0.56,ak,ak10790705,2013-08-27T18:38:18.540Z,"107km W of Cantwell, Alaska"
2013-08-27T18:24:16.900Z,37.4213,-118.6198,10.9,1.4,Md,,79.2,0.02694946,0.04,nc,nc72057636,2013-08-28T16:22:06.497Z,"16km WNW of West Bishop, California"
2013-08-27T18:24:02.900Z,37.4195,-118.6228,11.6,1.1,Md,,79.2,0.02694946,0.05,nc,nc72057631,2013-08-28T18:01:02.932Z,"16km WNW of West Bishop, California"
2013-08-27T18:20:45.900Z,37.42,-118.6215,11.2,2.3,Md,,75.6,0.02694946,0.05,nc,nc72057626,2013-08-28T03:20:16.215Z,"16km WNW of West Bishop, California"
2013-08-27T18:10:58.000Z,64.597,-148.0825,2.1,1.8,Ml,,,,0.52,ak,ak10790668,2013-08-27T18:21:31.128Z,"28km S of Ester, Alaska"
2013-08-27T18:08:10.000Z,19.581,-155.7453,13.2,1.3,Md,,144,0.08983153,0.11,hv,hv60530497,2013-08-27T21:25:59.694Z,"18km NE of Honaunau-Napoopoo, Hawaii"
2013-08-27T18:03:40.700Z,47.3293,-123.1453,48,1.7,Md,,72,0.00898315,0.24,uw,uw60580512,2013-08-27T19:55:59.521Z,"13km NNW of Shelton, Washington"
2013-08-27T17:52:56.000Z,41.1383,-112.9142,3.1,1.9,Ml,,165.6,0.23356197,0.12,uu,uu60034572,2013-08-27T22:32:14.855Z,"66km W of Hooper, Utah"
2013-08-27T17:33:43.000Z,63.1372,-150.5781,111.8,1,Ml,,,,0.3,ak,ak10790639,2013-08-27T17:44:22.344Z,"86km WSW of Cantwell, Alaska"
2013-08-27T17:32:13.000Z,60.1045,-141.4713,0.1,1.1,Ml,,,,0.81,ak,ak10790638,2013-08-27T17:36:33.835Z,"53km E of Cape Yakataga, Alaska"
2013-08-27T17:19:17.300Z,49.3828,-120.4863,0,1.5,Md,,201.6,0.57492178,0.36,uw,uw60580482,2013-08-27T19:48:23.644Z,"8km SSE of Princeton, Canada"
2013-08-27T17:09:59.100Z,38.8388,-122.7838,1.6,1,Md,,118.8,0.00898315,0.04,nc,nc72057571,2013-08-27T17:59:04.975Z,"5km WNW of Cobb, California"
2013-08-27T17:09:25.840Z,37.5947,142.0492,50.94,4.7,mb,150,90,3.25,0.63,us,usb000jc9p,2013-08-28T01:12:03.466Z,"93km E of Namie, Japan"
2013-08-27T17:08:25.700Z,38.7958,-122.8055,3.1,1.5,Md,,86.4,0.01796631,0.06,nc,nc72057566,2013-08-27T19:52:07.671Z,"4km WNW of The Geysers, California"
2013-08-27T17:08:21.700Z,32.882,-116.2453,4.9,1.2,Ml,14,86.4,0.03593261,0.15,ci,ci15398009,2013-08-27T23:34:49.611Z,"27km ENE of Pine Valley, California"
2013-08-27T17:04:05.800Z,38.8057,-122.8223,17.8,1,Md,,122.4,0.00898315,0.14,nc,nc72057556,2013-08-27T17:25:11.111Z,"6km WNW of The Geysers, California"
2013-08-27T16:22:24.000Z,63.0532,-151.3387,6.4,1.3,Ml,,,,0.23,ak,ak10790586,2013-08-27T16:28:11.254Z,"102km NW of Talkeetna, Alaska"
2013-08-27T16:19:36.000Z,34.3613,-117.0192,0,1.7,Ml,27,111.6,0.10779783,0.12,ci,ci15397985,2013-08-27T23:32:09.291Z,"7km WNW of Quarry at PFIZER"
2013-08-27T16:07:43.300Z,33.7857,-116.1167,2.4,1.2,Ml,19,115.2,0.08983153,0.13,ci,ci15397977,2013-08-27T23:23:03.167Z,"11km NE of Indio, California"
2013-08-27T16:03:29.900Z,35.9313,-117.636,4.4,1.4,Ml,19,68.4,0.01796631,0.13,ci,ci15397969,2013-08-27T23:15:56.313Z,"27km NW of Searles Valley, California"
2013-08-27T15:57:31.900Z,33.7858,-116.1147,2.4,1,Ml,19,118.8,0.08983153,0.14,ci,ci15397961,2013-08-27T23:03:39.843Z,"11km NE of Indio, California"
2013-08-27T15:45:25.300Z,35.931,-117.6335,3.6,2.5,Ml,32,46.8,0.01796631,0.15,ci,ci15397945,2013-08-28T03:02:09.569Z,"27km NW of Searles Valley, California"
2013-08-27T15:03:38.500Z,33.1743,-115.5783,0,1.4,Ml,14,104.4,0.00898315,0.14,ci,ci15397929,2013-08-27T22:38:01.734Z,"8km NW of Calipatria, California"
2013-08-27T15:01:22.900Z,39.0123,-123.3042,0,1.9,Md,,82.8,0.11678099,0.11,nc,nc72057496,2013-08-27T17:44:08.313Z,"5km E of Boonville, California"
2013-08-27T14:54:34.100Z,35.905,-117.7152,2.1,1.5,Ml,22,43.2,0.07186522,0.14,ci,ci15397913,2013-08-27T22:29:50.768Z,"29km N of China Lake Acres, California"
2013-08-27T14:51:21.000Z,63.0691,-151.372,0.1,1.5,Ml,,,,0.64,ak,ak10790516,2013-08-27T15:01:26.583Z,"105km NW of Talkeetna, Alaska"
2013-08-27T14:48:33.300Z,33.1908,-115.5767,0,1.5,Ml,17,158.4,0.02694946,0.19,ci,ci15397905,2013-08-27T22:23:35.009Z,"7km SW of Niland, California"
2013-08-27T14:46:47.000Z,59.4454,-152.1878,56.8,2.8,Ml,,,,0.61,ak,ak10790506,2013-08-27T14:57:55.372Z,"42km WSW of Homer, Alaska"
2013-08-27T14:43:04.000Z,33.1778,-115.5798,1.4,1.5,Ml,16,111.6,0.00898315,0.15,ci,ci15397865,2013-08-27T21:59:05.037Z,"8km NW of Calipatria, California"
2013-08-27T14:35:17.700Z,38.8158,-122.8143,3.7,1,Md,,75.6,0.01796631,0.05,nc,nc72057476,2013-08-27T15:13:11.135Z,"6km NW of The Geysers, California"
2013-08-27T14:25:45.140Z,44.5064,149.0562,30.02,5.3,mb,249,90,5.04,0.46,us,usb000jc8g,2013-08-27T22:28:40.101Z,"122km SE of Kuril'sk, Russia"
2013-08-27T13:56:58.400Z,32.2552,-115.3043,13.6,3.3,Ml,19,219.6,0.16169675,0.34,ci,ci15397857,2013-08-27T21:44:50.107Z,"13km WNW of Alberto Oviedo Mota, Mexico"
2013-08-27T13:43:23.000Z,63.3257,-144.8949,6.5,1.6,Ml,,,,1.02,ak,ak10790468,2013-08-27T13:52:21.955Z,"62km SSE of Deltana, Alaska"
2013-08-27T13:43:02.700Z,37.476,-118.8423,3.4,1.2,Md,,180,0.09881468,0.05,nc,nc72057436,2013-08-27T15:49:15.272Z,"22km SSE of Mammoth Lakes, California"
2013-08-27T13:37:09.000Z,61.734,-151.6734,80.8,2.2,Ml,,,,0.8,ak,ak10790460,2013-08-27T13:47:59.642Z,"86km W of Willow, Alaska"
2013-08-27T13:24:50.000Z,60.3711,-151.1169,48.8,1.4,Ml,,,,0.44,ak,ak10790451,2013-08-27T13:33:26.449Z,"10km ESE of Kalifornsky, Alaska"
2013-08-27T13:22:27.100Z,38.7695,-122.71,2.1,1.4,Md,,72,0.00898315,0.07,nc,nc72057426,2013-08-27T15:21:07.054Z,"4km ESE of The Geysers, California"
2013-08-27T13:01:02.400Z,33.4598,-116.5852,12.6,1.1,Ml,33,75.6,0.03593261,0.1,ci,ci15397833,2013-08-27T21:07:13.796Z,"13km SE of Anza, California"
2013-08-27T12:45:12.000Z,61.7003,-149.6608,18,1.8,Ml,,,,0.65,ak,ak10790436,2013-08-27T12:56:39.241Z,"8km NNW of Meadow Lakes, Alaska"
2013-08-27T12:36:56.300Z,36.1213,-117.8573,1.2,1.5,Ml,23,57.6,0,0.14,ci,ci15397817,2013-08-27T20:56:12.455Z,"52km N of Inyokern, California"
2013-08-27T12:14:01.000Z,60.1138,-153.3544,176.2,2.6,Ml,,,,0.68,ak,ak10790419,2013-08-27T12:22:42.998Z,"53km SW of Redoubt Volcano, Alaska"
2013-08-27T11:59:20.520Z,10.6583,-61.8381,49.2,3.4,Mwr,12,107,1.43,0.58,us,usb000jci6,2013-08-28T06:30:50.103Z,"33km W of Mucurapo, Trinidad and Tobago"
2013-08-27T11:48:49.100Z,38.792,-122.7793,4.1,1.1,Md,,90,0.00898315,0.06,nc,nc72057416,2013-08-27T12:20:11.328Z,"2km NW of The Geysers, California"
2013-08-27T11:48:32.000Z,61.1131,-150.6313,0,1.3,Ml,,,,0.62,ak,ak10790409,2013-08-27T11:55:48.276Z,"41km WSW of Anchorage, Alaska"
2013-08-27T11:37:10.100Z,38.8985,-123.1007,2.1,1.6,Md,,82.8,0.08084838,0.05,nc,nc72057411,2013-08-27T14:52:08.661Z,"12km NW of Cloverdale, California"
2013-08-27T11:18:17.000Z,61.9204,-150.3731,38.2,1.5,Ml,,,,0.35,ak,ak10790389,2013-08-27T11:25:29.232Z,"26km NW of Willow, Alaska"
2013-08-27T11:00:03.900Z,33.8363,-117.7652,7.4,2,Ml,73,25.2,0.01796631,0.16,ci,ci15397801,2013-08-27T20:40:55.606Z,"5km ENE of Villa Park, California"
2013-08-27T10:57:04.000Z,17.8833,-67.1266,5,2.3,Md,5,295.2,0.12217088,0.27,pr,pr13239009,2013-08-27T11:22:43.447Z,"11km SSE of Pole Ojea, Puerto Rico"
2013-08-27T10:24:54.900Z,35.4848,-118.2875,2.3,1.3,Ml,19,90,0.13474729,0.12,ci,ci15397785,2013-08-27T20:11:02.020Z,"20km S of Weldon, California"
2013-08-27T10:21:54.000Z,61.5963,-147.1558,30.9,1.4,Ml,,,,0.62,ak,ak10790380,2013-08-27T10:30:33.296Z,"67km NW of Valdez, Alaska"
2013-08-27T10:18:13.400Z,36.5558,-121.0802,6.9,1,Md,,64.8,0.03593261,0.06,nc,nc72057386,2013-08-28T02:55:17.325Z,"26km ENE of Soledad, California"
2013-08-27T10:00:53.900Z,37.7577,-122.1633,2,1.7,Md,,50.4,0.02694946,0.09,nc,nc72057371,2013-08-27T12:55:10.361Z,"3km N of San Leandro, California"
2013-08-27T09:51:35.400Z,38.8357,-122.8087,2.8,1.6,Md,,50.4,0.01796631,0.06,nc,nc72057366,2013-08-27T17:54:05.384Z,"7km WNW of Cobb, California"
2013-08-27T09:48:48.800Z,37.574,-118.7892,7.7,1.4,Md,,122.4,0.03593261,0.04,nc,nc72057361,2013-08-27T11:29:05.553Z,"18km ESE of Mammoth Lakes, California"
2013-08-27T09:40:45.640Z,47.1218,152.6611,75.81,4.8,mb,220,134,6.77,0.63,us,usb000jc7a,2013-08-27T17:43:11.586Z,"Kuril Islands"
2013-08-27T09:34:04.000Z,59.8574,-153.05,117.3,2.7,Ml,,,,0.66,ak,ak10790363,2013-08-27T09:45:07.232Z,"68km W of Anchor Point, Alaska"
2013-08-27T09:05:06.000Z,61.8088,-150.0035,35.4,1.1,Ml,,,,0.36,ak,ak10790357,2013-08-27T09:13:35.192Z,"7km NNE of Willow, Alaska"
2013-08-27T08:33:18.660Z,2.171,128.6132,236.38,4.5,mb,41,109,5.73,0.63,us,usb000jc78,2013-08-27T16:35:57.925Z,"83km NE of Tobelo, Indonesia"
2013-08-27T08:28:28.300Z,35.2989,-92.589,6.9,1.9,Md,8,172.8,0.08084838,0.25,nm,nm082713a,2013-08-28T01:35:53.082Z,"19km WNW of Greenbrier, Arkansas"
2013-08-27T08:09:41.500Z,33.506,-116.473,9.8,2,Ml,84,25.2,0.04491576,0.14,ci,ci15397753,2013-08-27T23:44:29.739Z,"19km ESE of Anza, California"
2013-08-27T07:49:57.300Z,34.4715,-117.9842,10.4,1,Ml,19,57.6,0.03593261,0.15,ci,ci15397737,2013-08-27T23:31:54.259Z,"5km S of Littlerock, California"
2013-08-27T07:43:29.000Z,63.2129,-150.3712,104,1.8,Ml,,,,0.73,ak,ak10790341,2013-08-27T07:50:25.541Z,"73km WSW of Cantwell, Alaska"
2013-08-27T07:42:31.000Z,61.8611,-148.5512,0.3,2.1,Ml,,,,0.72,ak,ak10790338,2013-08-27T07:50:25.553Z,"17km ENE of Sutton-Alpine, Alaska"
2013-08-27T07:06:10.800Z,18.0436,-67.4306,9,2.9,Md,10,194.4,0.30722383,0.31,pr,pr13239007,2013-08-27T07:33:09.591Z,"26km W of Puerto Real, Puerto Rico"
2013-08-27T06:59:09.400Z,17.8897,-67.1474,6,2.7,Md,11,288,0.12127256,0.18,pr,pr13239004,2013-08-27T07:27:08.826Z,"10km SSE of Pole Ojea, Puerto Rico"
2013-08-27T06:44:05.036Z,39.6641,-119.6906,13.3701,1.32,ml,27,74,0.149,0.1424,nn,nn00421354,2013-08-27T18:31:16.548Z,"2km NE of Spanish Springs, Nevada"
2013-08-27T06:42:28.600Z,17.8377,-67.0934,5,2,Md,3,334.8,0.13923887,0.07,pr,pr13239008,2013-08-27T07:33:49.881Z,"15km SSW of La Parguera, Puerto Rico"
2013-08-27T06:34:02.100Z,43.6267,-120.9352,1.6,1.5,Md,,212.4,0.1527136,0.24,uw,uw60580352,2013-08-27T14:35:57.519Z,"46km E of La Pine, Oregon"
2013-08-27T06:32:06.000Z,17.8374,-67.1255,3,1.6,Md,3,334.8,0.1527136,0.15,pr,pr13239006,2013-08-27T07:24:02.958Z,"16km SSE of Pole Ojea, Puerto Rico"
2013-08-27T06:16:16.000Z,17.853,-67.134,5,2.3,Md,5,324,0.14373045,0.3,pr,pr13239005,2013-08-27T07:13:09.056Z,"14km SSE of Pole Ojea, Puerto Rico"
2013-08-27T06:07:43.700Z,17.8796,-67.1297,3,2.6,Md,8,288,0.12127256,0.31,pr,pr13239001,2013-08-27T14:10:11.558Z,"12km SSE of Pole Ojea, Puerto Rico"
2013-08-27T06:06:45.600Z,17.8463,-67.1175,5,2.3,Md,4,327.6,0.14013718,0.2,pr,pr13239002,2013-08-27T06:52:01.362Z,"15km SSE of Pole Ojea, Puerto Rico"
2013-08-27T06:06:02.400Z,17.8661,-67.1737,4,1.6,Md,4,306,0.15091697,0.23,pr,pr13239003,2013-08-27T07:23:30.488Z,"12km S of Pole Ojea, Puerto Rico"
2013-08-27T06:04:07.000Z,17.8824,-67.1666,4,3.3,Md,22,288,0.13474729,0.21,pr,pr13239000,2013-08-27T13:40:04.343Z,"10km S of Pole Ojea, Puerto Rico"
2013-08-27T05:47:32.600Z,38.7522,-122.7162,3.1,1,Md,,111.6,0.00898315,0.06,nc,nc72057291,2013-08-27T06:30:06.732Z,"4km SE of The Geysers, California"
2013-08-27T05:29:51.000Z,61.7874,-150.6758,41.8,1.5,Ml,,,,0.72,ak,ak10790290,2013-08-27T05:41:16.448Z,"33km W of Willow, Alaska"
2013-08-27T05:28:00.200Z,38.8262,-122.794,3.3,1.8,Md,,43.2,0.00898315,0.07,nc,nc72057266,2013-08-27T09:15:10.468Z,"6km W of Cobb, California"
2013-08-27T05:27:25.800Z,19.3918,-155.2475,2.1,1.9,Ml,,79.2,0.01796631,0.22,hv,hv60530317,2013-08-27T05:33:06.438Z,"4km SSW of Volcano, Hawaii"
2013-08-27T05:15:08.900Z,38.475,-119.6225,3.5,1.7,Md,,118.8,0.14373045,0.07,nc,nc72057261,2013-08-27T08:46:07.196Z,"40km SW of Smith Valley, Nevada"
2013-08-27T05:13:18.000Z,62.4438,-150.5409,26.8,1.4,Ml,,,,0.66,ak,ak10790280,2013-08-27T05:21:36.151Z,"26km WNW of Talkeetna, Alaska"
2013-08-27T05:08:41.300Z,39.0212,-122.573,1.8,2.1,Md,,90,0.13474729,0.15,nc,nc72057251,2013-08-28T02:23:08.593Z,"8km NNE of Clearlake, California"
2013-08-27T04:59:20.800Z,34.2793,-118.4883,8.7,1,Ml,19,46.8,0.12576414,0.3,ci,ci15397697,2013-08-27T22:49:48.178Z,"4km W of San Fernando, California"
2013-08-27T04:49:32.593Z,38.4726,-119.606,9.3266,1.45,ml,12,172,0.135,0.1099,nn,nn00421328,2013-08-27T07:30:43.080Z,"40km NW of Bridgeport, California"
2013-08-27T04:40:15.400Z,44.6673,-74.0823,13.9,2,Ml,15,64.8,0.35034296,0.22,ld,ld60047561,2013-08-27T06:25:43.360Z,"26km SE of Malone, New York"
2013-08-27T04:35:15.000Z,64.658,-146.7751,7.6,1.2,Ml,,,,0.37,ak,ak10790266,2013-08-27T04:48:18.855Z,"13km E of Eielson Air Force Base, Alaska"
2013-08-27T04:23:58.600Z,32.8827,-116.2452,5.9,1.4,Ml,37,86.4,0.03593261,0.23,ci,ci15397681,2013-08-27T22:42:12.241Z,"27km ENE of Pine Valley, California"
2013-08-27T04:04:25.000Z,61.5164,-151.196,0,1.1,Ml,,,,0.52,ak,ak10790261,2013-08-27T04:09:48.250Z,"66km W of Big Lake, Alaska"
2013-08-27T03:58:36.001Z,39.6696,-119.6833,12.8699,1.01,ml,23,94,0.139,0.1301,nn,nn00421324,2013-08-27T06:55:46.645Z,"3km NE of Spanish Springs, Nevada"
2013-08-27T03:45:13.000Z,61.9577,-148.3262,34,1.7,Ml,,,,0.93,ak,ak10790255,2013-08-27T03:52:59.654Z,"32km ENE of Sutton-Alpine, Alaska"
2013-08-27T03:38:24.400Z,39.0195,-122.5817,0.6,2,Md,,57.6,0.13474729,0.09,nc,nc72057211,2013-08-28T06:03:10.754Z,"7km NNE of Clearlake, California"
2013-08-27T03:17:40.221Z,39.6735,-119.6897,12.4015,1.31,ml,26,72,0.14,0.1181,nn,nn00421320,2013-08-27T03:40:33.454Z,"3km NNE of Spanish Springs, Nevada"
2013-08-27T03:15:42.500Z,19.0725,-155.3683,31.3,1.9,Md,,205.2,0.11678099,0.16,hv,hv60530252,2013-08-27T03:19:11.580Z,"18km SE of Pahala, Hawaii"
2013-08-27T02:42:55.600Z,38.8147,-122.8177,2.8,1.2,Md,,82.8,0.00898315,0.05,nc,nc72057191,2013-08-27T07:22:07.740Z,"6km NW of The Geysers, California"
2013-08-27T02:29:07.000Z,53.4697,-165.1807,25.7,2.5,Ml,,,,0.33,ak,ak10790233,2013-08-27T23:58:16.303Z,"83km SSE of Akutan, Alaska"
2013-08-27T02:15:48.893Z,39.6719,-119.6768,13.8286,1.68,ml,15,97,0.141,0.1337,nn,nn00421315,2013-08-27T02:51:59.294Z,"3km NE of Spanish Springs, Nevada"
2013-08-27T02:13:05.198Z,39.6726,-119.6841,13.8554,1.18,ml,20,93,0.14,0.0922,nn,nn00421314,2013-08-27T03:17:21.518Z,"3km NE of Spanish Springs, Nevada"
2013-08-27T02:10:05.370Z,56.5456,112.6973,14.35,4.6,mb,49,77,9.36,1.25,us,usb000jc3v,2013-08-27T10:12:59.547Z,"63km NW of Severomuysk, Russia"
2013-08-27T02:08:40.000Z,61.5941,-141.1993,0,1.9,Ml,,,,0.71,ak,ak10790219,2013-08-27T02:18:16.514Z,"172km E of Chitina, Alaska"
2013-08-27T01:56:28.263Z,39.6634,-119.6922,14.1318,1.39,ml,22,74,0.13,0.1109,nn,nn00421313,2013-08-27T03:23:37.721Z,"2km NE of Spanish Springs, Nevada"
2013-08-27T01:28:37.000Z,61.4318,-141.594,9.3,1,Ml,,,,0.68,ak,ak10790131,2013-08-27T01:36:22.893Z,"151km E of Chitina, Alaska"
2013-08-27T01:23:47.000Z,60.5624,-150.3387,50.2,1.8,Ml,,,,0.45,ak,ak10790126,2013-08-27T01:27:21.363Z,"23km E of Sterling, Alaska"
2013-08-27T01:08:44.398Z,39.6638,-119.6957,13.1114,1.01,ml,10,94,0.212,0.0947,nn,nn00421306,2013-08-27T05:09:14.152Z,"1km NNE of Spanish Springs, Nevada"
2013-08-27T01:01:14.014Z,39.6686,-119.6854,10.6077,1.07,ml,3,174,0.221,0.0124,nn,nn00421655,2013-08-28T15:15:38.511Z,"2km NE of Spanish Springs, Nevada"
2013-08-27T01:01:10.702Z,40.6933,-118.7374,0,2.28,ml,12,279,0.843,,nn,nn00421305,2013-08-27T18:33:09.097Z,"55km ENE of Gerlach-Empire, Nevada"
2013-08-27T00:56:26.492Z,39.6706,-119.6802,14.0306,1.32,ml,30,74,0.139,0.109,nn,nn00421304,2013-08-27T02:29:18.467Z,"3km NE of Spanish Springs, Nevada"
2013-08-27T00:53:56.000Z,33.9868,-117.1513,14.8,1.4,Ml,39,46.8,0.05389892,0.11,ci,ci15397585,2013-08-27T20:00:37.422Z,"8km SSE of Redlands, California"
2013-08-27T00:51:43.820Z,39.6692,-119.6839,13.9418,4.23,ml,34,74,0.137,0.1039,nn,nn00421303,2013-08-28T16:35:10.281Z,"3km NE of Spanish Springs, Nevada"
2013-08-27T00:31:03.100Z,45.2962,-121.7493,6.9,2,Ml,,86.4,0.02694946,0.13,uw,uw60580297,2013-08-27T00:38:25.130Z,"19km ESE of Mount Hood Village, Oregon"
2013-08-27T00:26:40.404Z,39.6692,-119.6861,13.2299,2.38,ml,19,96,0.136,0.0887,nn,nn00421300,2013-08-28T03:31:07.473Z,"2km NE of Spanish Springs, Nevada"
2013-08-26T23:49:52.500Z,38.8408,-122.8277,2.9,1.1,Md,,54,0.00898315,0.06,nc,nc72057121,2013-08-26T23:51:32.501Z,"9km WNW of Cobb, California"
2013-08-26T23:44:40.300Z,18.634,-67.112,71,2.7,Md,14,284.4,0.1643917,0.23,pr,pr13238003,2013-08-27T04:24:23.983Z,"15km N of San Antonio, Puerto Rico"
2013-08-26T23:35:23.000Z,65.0102,-147.3416,10.9,1.2,Ml,,,,0.33,ak,ak10790036,2013-08-26T23:45:30.936Z,"25km NNE of Badger, Alaska"
2013-08-26T23:27:36.000Z,63.8984,-148.7619,9,1,Ml,,,,0.01,ak,ak10790026,2013-08-26T23:34:54.020Z,"11km ENE of Healy, Alaska"
2013-08-26T23:19:37.140Z,18.6345,-100.6447,67.95,4.3,mb,44,208,1.16,1.43,us,usb000jc2k,2013-08-27T17:49:30.588Z,"16km ENE of San Lucas, Mexico"
2013-08-26T22:48:53.000Z,59.7987,-153.5518,134.1,2.8,Ml,,,,1.03,ak,ak10789983,2013-08-26T23:06:37.076Z,"76km E of Old Iliamna, Alaska"
2013-08-26T22:39:29.000Z,51.6009,-178.425,4.2,1.8,Ml,,,,0.26,ak,ak10789978,2013-08-26T23:56:51.773Z,"37km SSW of Tanaga Volcano, Alaska"
2013-08-26T22:37:40.400Z,32.603,-116.9725,0,1.5,Ml,25,122.4,0.03593261,0.23,ci,ci15397553,2013-08-28T17:47:07.857Z,"0km SSW of Quarry at SYS-1"
2013-08-26T22:03:03.700Z,38.8255,-122.7958,3.3,1.9,Md,,46.8,0.00898315,0.07,nc,nc72057051,2013-08-26T22:19:06.942Z,"6km W of Cobb, California"
2013-08-26T22:02:01.390Z,34.0238,87.9373,15.03,4.1,mb,26,120,5.09,1.48,us,usb000jc27,2013-08-27T06:04:39.304Z,"Western Xizang"
2013-08-26T22:00:43.000Z,60.8188,-151.0213,30.7,1.3,Ml,,,,0.05,ak,ak10789956,2013-08-26T22:08:10.111Z,"20km NE of Nikiski, Alaska"
2013-08-26T21:46:26.200Z,38.4733,-119.6137,5.4,2.4,Md,,75.6,0.14373045,0.05,nc,nc72057036,2013-08-28T07:48:07.599Z,"41km SW of Smith Valley, Nevada"
2013-08-26T21:45:46.300Z,35.4873,-118.2768,8.8,1.1,Ml,8,147.6,0.12576414,0.08,ci,ci15397529,2013-08-28T17:09:58.392Z,"19km S of Weldon, California"
2013-08-26T21:14:12.600Z,35.489,-118.2928,2.6,1.4,Ml,26,46.8,0.13474729,0.16,ci,ci15397521,2013-08-28T17:07:03.035Z,"19km S of Weldon, California"
2013-08-26T21:12:10.800Z,49.4692,-120.5238,0,2.2,Md,,230.4,0.61085439,0.22,uw,uw60580187,2013-08-27T00:44:41.834Z,"1km NW of Princeton, Canada"
2013-08-26T21:08:10.400Z,35.0412,-117.6893,0,1.7,Ml,23,68.4,0.10779783,0.12,ci,ci15397513,2013-08-28T17:03:12.574Z,"1km NW of Quarry at BORON"
2013-08-26T21:04:40.000Z,38.839,-122.8383,2.4,1.3,Md,,64.8,0,0.06,nc,nc72057021,2013-08-26T21:30:11.133Z,"9km NW of The Geysers, California"
2013-08-26T20:48:22.500Z,36.2683,-118.0425,7.2,1.4,Ml,9,194.4,0.1706799,0.12,ci,ci15397505,2013-08-28T16:52:51.328Z,"37km S of Lone Pine, California"
2013-08-26T20:29:01.500Z,40.4903,-122.0823,17.7,2.5,Md,,28.8,0.05389892,0.14,nc,nc72056976,2013-08-27T02:46:05.342Z,"15km ESE of Palo Cedro, California"
2013-08-26T20:27:34.100Z,34.1987,-116.8568,3.7,2.3,Ml,73,25.2,0.08084838,0.13,ci,ci15397489,2013-08-28T16:51:56.225Z,"7km S of Big Bear City, California"
2013-08-26T20:24:40.800Z,40.2618,-121.1503,10,2.1,Md,,115.2,0.07186522,0.08,nc,nc72056966,2013-08-27T03:44:08.090Z,"8km SE of Chester, California"
2013-08-26T20:04:41.200Z,40.2425,-124.118,11.5,2,Md,,68.4,0,0.16,nc,nc72056956,2013-08-26T23:43:06.447Z,"28km S of Rio Dell, California"
2013-08-26T19:53:38.000Z,38.8315,-122.8092,2.8,1.2,Md,,68.4,0.00898315,0.05,nc,nc72056946,2013-08-26T23:28:04.693Z,"7km W of Cobb, California"
2013-08-26T19:53:28.700Z,38.8315,-122.8095,2.4,1.6,Md,,43.2,0.00898315,0.06,nc,nc72056931,2013-08-26T22:59:06.413Z,"7km W of Cobb, California"
2013-08-26T19:34:26.900Z,33.8465,-117.4957,0.1,1.5,Ml,33,97.2,0.10779783,0.28,ci,ci15397473,2013-08-27T20:02:35.984Z,"2km ENE of El Cerrito, California"
2013-08-26T19:01:33.100Z,38.8342,-122.7737,2.8,1.9,Md,,39.6,0.00898315,0.07,nc,nc72056901,2013-08-26T22:00:09.756Z,"4km WNW of Cobb, California"
2013-08-26T18:56:55.700Z,18.2481,-67.2005,25,4.1,Md,28,165.6,0.06647533,0.12,pr,pr13238002,2013-08-27T13:19:31.395Z,"4km SSW of La Playa, Puerto Rico"
2013-08-26T18:56:25.000Z,60.7602,-151.588,63.8,1.3,Ml,,,,0.3,ak,ak10789670,2013-08-26T23:49:58.289Z,"18km WNW of Nikiski, Alaska"
2013-08-26T18:18:18.200Z,47.5788,-122.5988,0,1.2,Md,,172.8,0.05389892,0.24,uw,uw60580062,2013-08-26T18:59:53.315Z,"0km S of Enetai, Washington"
2013-08-26T18:12:02.000Z,62.2009,-149.6298,54.6,1.4,Ml,,,,0.25,ak,ak10789656,2013-08-26T23:41:37.544Z,"12km ENE of Y, Alaska"
2013-08-26T18:04:37.103Z,37.0512,-116.1994,7.2103,1.68,ml,24,61,0.156,0.1275,nn,nn00421253,2013-08-26T18:35:48.438Z,"52km ENE of Beatty, Nevada"
2013-08-26T17:50:24.000Z,59.8372,-152.2115,48.6,2.2,Ml,,,,0.46,ak,ak10789641,2013-08-26T17:56:50.306Z,"22km WNW of Anchor Point, Alaska"
2013-08-26T16:50:13.400Z,38.8212,-122.8022,2.9,1.8,Md,,54,0.00898315,0.07,nc,nc72056811,2013-08-26T20:03:10.956Z,"6km W of Cobb, California"
2013-08-26T16:44:12.400Z,38.8018,-122.802,3.8,1.2,Md,,129.6,0.00898315,0.06,nc,nc72056806,2013-08-26T19:34:07.682Z,"4km NW of The Geysers, California"
2013-08-26T16:27:57.000Z,61.4052,-151.8629,86.1,1.4,Ml,,,,0.35,ak,ak10789600,2013-08-26T16:49:06.502Z,"85km NNW of Nikiski, Alaska"
